,in,out,fee
19705,2022-11-24 07:18:12,2022-11-24 07:26:52,77
19706,2022-11-24 07:22:17,2022-11-24 07:35:31,77
19707,2022-11-24 07:30:40,2022-11-24 07:43:41,77
19708,2022-11-24 07:38:30,2022-11-24 08:10:17,231
19709,2022-11-24 07:43:11,2022-11-24 07:55:27,77
19710,2022-11-24 07:46:04,2022-11-24 07:55:41,77
19711,2022-11-24 08:00:10,2022-11-24 08:14:17,77
19712,2022-11-24 08:02:46,2022-11-24 08:09:45,77
19713,2022-11-24 08:04:48,2022-11-24 08:11:14,77
19714,2022-11-24 08:06:54,2022-11-24 08:16:02,77
19715,2022-11-24 08:15:06,2022-11-24 08:23:57,77
19716,2022-11-24 08:34:07,2022-11-24 09:24:30,308
19717,2022-11-24 08:43:36,2022-11-24 08:47:49,77
19718,2022-11-24 08:46:40,2022-11-24 08:57:53,77
19719,2022-11-24 09:13:31,2022-11-24 09:23:48,77
19720,2022-11-24 09:32:43,2022-11-24 09:40:27,77
19721,2022-11-24 10:53:41,2022-11-24 10:55:03,77
19722,2022-11-24 10:58:49,2022-11-24 11:09:03,77
19723,2022-11-24 11:59:44,2022-11-24 12:10:24,77
19724,2022-11-24 12:06:34,2022-11-24 12:17:59,77
19725,2022-11-24 12:09:19,2022-11-24 12:12:28,77
19726,2022-11-24 12:26:10,2022-11-24 14:20:25,616
19727,2022-11-24 12:36:42,2022-11-24 12:49:06,77
19728,2022-11-24 13:04:34,2022-11-24 13:13:39,77
19729,2022-11-24 13:09:19,2022-11-24 13:24:40,154
19730,2022-11-24 14:01:10,2022-11-24 14:29:54,154
19731,2022-11-24 15:41:33,2022-11-24 16:00:31,154
19732,2022-11-24 15:49:30,2022-11-24 16:10:17,154
19733,2022-11-24 15:57:48,2022-11-24 17:03:39,385
19734,2022-11-24 16:05:26,2022-11-24 17:22:50,462
19735,2022-11-24 16:08:18,2022-11-24 16:17:28,77
19736,2022-11-24 16:30:01,2022-11-24 18:14:25,539
19737,2022-11-24 16:33:38,2022-11-24 16:47:48,77
19738,2022-11-24 16:34:39,2022-11-24 16:47:56,77
19739,2022-11-24 16:53:56,2022-11-24 17:13:38,154
19740,2022-11-24 17:01:38,2022-11-24 17:28:21,154
19741,2022-11-24 17:08:50,2022-11-24 17:18:53,77
19742,2022-11-24 17:23:24,2022-11-24 17:39:38,77
19743,2022-11-24 17:42:47,2022-11-24 17:52:17,77
19744,2022-11-24 18:01:47,2022-11-24 18:10:26,77
19745,2022-11-24 18:08:00,2022-11-24 18:23:42,154
19746,2022-11-24 18:15:03,2022-11-24 19:42:04,462
19747,2022-11-24 18:16:13,2022-11-24 18:27:28,77
19748,2022-11-24 18:27:00,2022-11-24 18:39:54,77
19749,2022-11-24 18:55:21,2022-11-24 19:08:05,77
19750,2022-11-24 19:15:56,2022-11-24 19:26:34,77
19751,2022-11-24 19:18:53,2022-11-24 19:31:41,77
19752,2022-11-24 19:21:36,2022-11-24 19:28:22,77
19753,2022-11-24 20:04:01,2022-11-24 20:46:24,231
19754,2022-11-24 20:06:09,2022-11-24 20:25:51,154
19755,2022-11-24 20:06:24,2022-11-24 20:25:19,154
19756,2022-11-24 20:10:47,2022-11-24 20:17:25,77
19757,2022-11-24 20:18:47,2022-11-24 20:25:54,77
19758,2022-11-24 20:29:26,2022-11-24 20:51:36,154
19759,2022-11-24 20:47:28,2022-11-24 21:53:38,385
19760,2022-11-24 20:56:37,2022-11-24 21:02:46,77
19761,2022-11-24 21:10:03,2022-11-24 21:16:21,77
19762,2022-11-24 21:48:11,2022-11-24 21:55:23,77
19763,2022-11-24 22:34:32,2022-11-24 22:41:12,77
19764,2022-11-24 22:51:39,2022-11-24 23:14:59,154
19765,2022-11-24 23:44:03,2022-11-24 23:52:56,77
19766,2022-11-24 23:58:24,2022-11-25 00:06:05,77
19767,2022-11-24 23:59:18,2022-11-25 00:07:31,77
19768,2022-11-25 07:24:58,2022-11-25 07:31:46,77
19769,2022-11-25 07:38:29,2022-11-25 07:46:30,77
19770,2022-11-25 07:46:36,2022-11-25 07:55:04,77
19771,2022-11-25 07:46:38,2022-11-25 07:53:34,77
19772,2022-11-25 07:46:59,2022-11-25 07:53:40,77
19773,2022-11-25 07:48:39,2022-11-25 07:58:46,77
19774,2022-11-25 07:55:01,2022-11-25 08:07:21,77
19775,2022-11-25 08:16:59,2022-11-25 08:44:32,154
19776,2022-11-25 08:47:21,2022-11-25 08:52:40,77
19777,2022-11-25 08:52:30,2022-11-25 09:00:23,77
19778,2022-11-25 09:04:49,2022-11-25 09:32:46,154
19779,2022-11-25 09:09:02,2022-11-25 09:16:25,77
19780,2022-11-25 09:28:18,2022-11-25 13:29:15,1309
19781,2022-11-25 10:16:30,2022-11-25 11:10:20,308
19782,2022-11-25 10:16:39,2022-11-25 11:10:21,308
19783,2022-11-25 10:19:00,2022-11-25 12:30:49,693
19784,2022-11-25 10:24:39,2022-11-25 10:36:55,77
19785,2022-11-25 10:31:56,2022-11-25 15:00:10,1386
19786,2022-11-25 10:36:36,2022-11-25 10:47:17,77
19787,2022-11-25 10:53:18,2022-11-25 12:26:38,539
19788,2022-11-25 11:17:10,2022-11-25 12:53:09,539
19789,2022-11-25 11:17:12,2022-11-25 12:53:13,539
19790,2022-11-25 11:17:13,2022-11-25 12:02:16,308
19791,2022-11-25 11:39:38,2022-11-25 11:48:18,77
19792,2022-11-25 11:53:44,2022-11-25 13:49:26,616
19793,2022-11-25 12:21:37,2022-11-25 14:09:07,616
19794,2022-11-25 12:59:23,2022-11-25 14:10:07,385
19795,2022-11-25 13:37:01,2022-11-25 16:42:54,1001
19796,2022-11-25 13:56:13,2022-11-25 14:04:26,77
19797,2022-11-25 14:05:30,2022-11-25 15:13:02,385
19798,2022-11-25 14:06:41,2022-11-25 14:16:38,77
19799,2022-11-25 14:47:22,2022-11-25 14:57:38,77
19800,2022-11-25 14:52:29,2022-11-25 15:41:18,308
19801,2022-11-25 14:55:01,2022-11-25 15:03:13,77
19802,2022-11-25 14:55:09,2022-11-25 15:02:55,77
19803,2022-11-25 14:56:07,2022-11-25 15:02:51,77
19804,2022-11-25 15:24:37,2022-11-25 15:38:47,77
19805,2022-11-25 15:39:09,2022-11-25 16:39:51,385
19806,2022-11-25 15:44:21,2022-11-25 15:55:07,77
19807,2022-11-25 15:53:29,2022-11-25 16:46:42,308
19808,2022-11-25 16:13:44,2022-11-25 16:33:36,154
19809,2022-11-25 16:25:15,2022-11-25 16:32:51,77
19810,2022-11-25 16:33:10,2022-11-25 16:43:01,77
19811,2022-11-25 16:52:45,2022-11-25 17:09:04,154
19812,2022-11-25 17:14:25,2022-11-25 17:22:27,77
19813,2022-11-25 17:18:26,2022-11-25 17:26:25,77
19814,2022-11-25 17:35:52,2022-11-25 17:45:13,77
19815,2022-11-25 17:42:10,2022-11-25 17:53:22,77
19816,2022-11-25 17:50:42,2022-11-25 17:57:19,77
19817,2022-11-25 17:53:03,2022-11-25 18:02:53,77
19818,2022-11-25 17:56:42,2022-11-25 18:06:00,77
19819,2022-11-25 18:05:36,2022-11-25 18:10:53,77
19820,2022-11-25 18:11:40,2022-11-25 18:19:29,77
19821,2022-11-25 18:26:52,2022-11-25 18:38:59,77
19822,2022-11-25 18:28:59,2022-11-25 18:52:10,154
19823,2022-11-25 18:36:33,2022-11-25 18:50:13,77
19824,2022-11-25 18:36:46,2022-11-25 18:52:33,154
19825,2022-11-25 18:40:13,2022-11-25 18:48:45,77
19826,2022-11-25 18:40:48,2022-11-25 18:49:32,77
19827,2022-11-25 18:41:12,2022-11-25 18:49:33,77
19828,2022-11-25 19:02:28,2022-11-25 20:04:12,385
19829,2022-11-25 19:06:56,2022-11-25 19:10:55,77
19830,2022-11-25 19:23:51,2022-11-25 19:30:43,77
19831,2022-11-25 19:32:00,2022-11-25 19:43:19,77
19832,2022-11-25 19:35:44,2022-11-25 19:47:34,77
19833,2022-11-25 19:48:40,2022-11-25 19:56:06,77
19834,2022-11-25 19:51:33,2022-11-25 19:55:04,77
19835,2022-11-25 19:57:37,2022-11-25 20:19:48,154
19836,2022-11-25 20:46:01,2022-11-25 20:53:44,77
19837,2022-11-25 20:56:23,2022-11-25 21:03:17,77
19838,2022-11-25 20:59:28,2022-11-25 21:11:21,77
19839,2022-11-25 21:15:55,2022-11-25 21:56:10,231
19840,2022-11-25 21:17:02,2022-11-25 21:45:20,154
19841,2022-11-25 21:19:51,2022-11-25 21:29:34,77
19842,2022-11-25 21:23:12,2022-11-25 21:45:56,154
19843,2022-11-25 21:29:50,2022-11-25 21:39:17,77
19844,2022-11-25 21:30:00,2022-11-25 21:37:23,77
19845,2022-11-25 21:35:49,2022-11-25 21:46:50,77
19846,2022-11-25 21:36:05,2022-11-25 21:46:06,77
19847,2022-11-25 22:04:39,2022-11-25 22:19:35,77
19848,2022-11-25 22:28:00,2022-11-25 22:38:25,77
19849,2022-11-25 22:41:51,2022-11-25 22:56:36,77
19850,2022-11-25 22:53:31,2022-11-25 23:11:36,154
19851,2022-11-25 22:58:44,2022-11-26 01:15:00,770
19852,2022-11-25 23:11:25,2022-11-25 23:34:28,154
19853,2022-11-25 23:18:11,2022-11-25 23:25:26,77
19854,2022-11-26 00:00:28,2022-11-26 00:11:47,77
19855,2022-11-26 00:05:41,2022-11-26 00:16:17,77
19856,2022-11-26 00:09:51,2022-11-26 00:19:34,77
19857,2022-11-26 00:22:49,2022-11-26 00:29:28,77
19858,2022-11-26 00:30:29,2022-11-26 00:38:03,77
19859,2022-11-26 06:42:34,2022-11-26 06:54:21,77
19860,2022-11-26 06:56:26,2022-11-26 07:11:48,154
19861,2022-11-26 07:13:47,2022-11-26 07:20:38,77
19862,2022-11-26 07:18:52,2022-11-26 07:24:48,77
19863,2022-11-26 07:25:17,2022-11-26 07:44:36,154
19864,2022-11-26 07:28:55,2022-11-26 07:37:23,77
19865,2022-11-26 07:29:03,2022-11-26 07:38:26,77
19866,2022-11-26 07:41:25,2022-11-26 07:53:41,77
19867,2022-11-26 07:41:48,2022-11-26 07:54:40,77
19868,2022-11-26 07:47:46,2022-11-26 07:52:30,77
19869,2022-11-26 07:47:59,2022-11-26 08:13:13,154
19870,2022-11-26 07:50:59,2022-11-26 08:02:02,77
19871,2022-11-26 08:35:56,2022-11-26 08:46:04,77
19872,2022-11-26 08:41:07,2022-11-26 08:50:45,77
19873,2022-11-26 08:49:04,2022-11-26 08:56:59,77
19874,2022-11-26 08:50:26,2022-11-26 08:58:23,77
19875,2022-11-26 08:50:30,2022-11-26 08:58:28,77
19876,2022-11-26 08:56:46,2022-11-26 09:04:47,77
19877,2022-11-26 08:58:29,2022-11-26 11:14:18,770
19878,2022-11-26 09:49:52,2022-11-26 09:54:54,77
19879,2022-11-26 09:55:05,2022-11-26 10:10:39,154
19880,2022-11-26 10:33:03,2022-11-26 10:42:25,77
19881,2022-11-26 10:33:55,2022-11-26 10:44:58,77
19882,2022-11-26 11:10:12,2022-11-26 12:33:45,462
19883,2022-11-26 11:10:28,2022-11-26 12:33:25,462
19884,2022-11-26 11:22:55,2022-11-26 11:40:28,154
19885,2022-11-26 11:36:26,2022-11-26 11:45:16,77
19886,2022-11-26 11:41:01,2022-11-26 12:05:35,154
19887,2022-11-26 11:44:01,2022-11-26 11:56:49,77
19888,2022-11-26 11:56:08,2022-11-26 12:13:38,154
19889,2022-11-26 12:04:56,2022-11-26 12:09:52,77
19890,2022-11-26 12:19:30,2022-11-26 13:01:37,231
19891,2022-11-26 12:19:46,2022-11-26 13:01:37,231
19892,2022-11-26 12:31:39,2022-11-26 12:42:19,77
19893,2022-11-26 13:39:18,2022-11-26 13:50:06,77
19894,2022-11-26 14:17:21,2022-11-26 14:38:52,154
19895,2022-11-26 14:22:25,2022-11-26 17:00:12,847
19896,2022-11-26 14:22:42,2022-11-26 17:00:37,847
19897,2022-11-26 14:35:07,2022-11-26 15:02:01,154
19898,2022-11-26 14:35:24,2022-11-26 15:02:28,154
19899,2022-11-26 14:44:01,2022-11-26 14:56:49,77
19900,2022-11-26 14:45:19,2022-11-26 14:51:51,77
19901,2022-11-26 14:56:24,2022-11-26 15:25:41,154
19902,2022-11-26 15:03:50,2022-11-26 16:13:50,385
19903,2022-11-26 15:06:50,2022-11-26 17:04:41,616
19904,2022-11-26 15:07:37,2022-11-26 15:14:18,77
19905,2022-11-26 15:22:49,2022-11-26 15:32:27,77
19906,2022-11-26 15:22:54,2022-11-26 15:32:25,77
19907,2022-11-26 15:46:04,2022-11-26 15:56:46,77
19908,2022-11-26 15:55:17,2022-11-26 16:10:46,154
19909,2022-11-26 15:55:38,2022-11-26 16:11:17,154
19910,2022-11-26 16:27:49,2022-11-26 16:36:02,77
19911,2022-11-26 16:34:16,2022-11-26 16:48:19,77
19912,2022-11-26 17:04:51,2022-11-26 17:18:17,77
19913,2022-11-26 18:00:57,2022-11-26 18:08:57,77
19914,2022-11-26 18:08:32,2022-11-26 18:39:15,231
19915,2022-11-26 18:16:07,2022-11-26 20:52:01,847
19916,2022-11-26 18:47:10,2022-11-26 18:56:19,77
19917,2022-11-26 19:00:39,2022-11-26 19:08:51,77
19918,2022-11-26 19:09:29,2022-11-26 23:38:17,1386
19919,2022-11-26 19:40:46,2022-11-26 19:48:53,77
19920,2022-11-26 19:48:01,2022-11-26 19:52:43,77
19921,2022-11-26 20:02:26,2022-11-26 20:16:17,77
19922,2022-11-26 20:14:58,2022-11-26 20:27:03,77
19923,2022-11-26 20:15:15,2022-11-26 20:27:05,77
19924,2022-11-26 20:46:17,2022-11-26 20:55:07,77
19925,2022-11-26 21:05:33,2022-11-26 21:17:44,77
19926,2022-11-26 22:09:22,2022-11-26 22:30:45,154
19927,2022-11-26 22:54:31,2022-11-26 23:16:34,154
19928,2022-11-26 23:04:55,2022-11-26 23:16:06,77
19929,2022-11-26 23:42:28,2022-11-26 23:51:05,77
19930,2022-11-26 23:42:44,2022-11-26 23:54:17,77
19931,2022-11-27 00:53:54,2022-11-27 01:04:54,77
19932,2022-11-27 04:31:02,2022-11-27 04:38:45,77
19933,2022-11-27 06:10:34,2022-11-27 06:22:55,77
19934,2022-11-27 06:42:36,2022-11-27 06:49:17,77
19935,2022-11-27 06:58:46,2022-11-27 08:40:28,539
19936,2022-11-27 08:42:38,2022-11-27 08:48:07,77
19937,2022-11-27 08:54:34,2022-11-27 09:02:59,77
19938,2022-11-27 08:57:13,2022-11-27 09:05:03,77
19939,2022-11-27 09:52:08,2022-11-27 10:10:05,154
19940,2022-11-27 10:03:39,2022-11-27 10:08:13,77
19941,2022-11-27 10:14:37,2022-11-27 10:54:22,231
19942,2022-11-27 10:34:35,2022-11-27 11:41:41,385
19943,2022-11-27 10:34:37,2022-11-27 11:41:33,385
19944,2022-11-27 10:39:59,2022-11-27 10:52:59,77
19945,2022-11-27 10:58:30,2022-11-27 11:50:18,308
19946,2022-11-27 11:03:35,2022-11-27 11:13:11,77
19947,2022-11-27 11:11:01,2022-11-27 11:12:51,77
19948,2022-11-27 11:18:38,2022-11-27 13:18:45,693
19949,2022-11-27 11:25:04,2022-11-27 11:33:20,77
19950,2022-11-27 11:28:17,2022-11-27 11:49:30,154
19951,2022-11-27 11:31:49,2022-11-27 11:45:09,77
19952,2022-11-27 11:35:09,2022-11-27 11:52:31,154
19953,2022-11-27 11:45:10,2022-11-27 11:55:53,77
19954,2022-11-27 12:00:57,2022-11-27 16:04:46,1309
19955,2022-11-27 12:44:38,2022-11-27 14:26:23,539
19956,2022-11-27 12:45:14,2022-11-27 12:53:59,77
19957,2022-11-27 12:45:16,2022-11-27 12:54:04,77
19958,2022-11-27 12:55:07,2022-11-27 12:58:28,77
19959,2022-11-27 12:59:17,2022-11-27 13:27:35,154
19960,2022-11-27 13:09:48,2022-11-27 13:27:48,154
19961,2022-11-27 13:14:36,2022-11-27 13:33:21,154
19962,2022-11-27 13:32:15,2022-11-27 14:00:29,154
19963,2022-11-27 13:59:28,2022-11-27 14:32:38,231
19964,2022-11-27 13:59:40,2022-11-27 14:32:46,231
19965,2022-11-27 14:10:40,2022-11-27 14:20:03,77
19966,2022-11-27 14:15:58,2022-11-27 15:02:29,308
19967,2022-11-27 14:21:46,2022-11-27 14:33:27,77
19968,2022-11-27 14:21:57,2022-11-27 15:21:51,308
19969,2022-11-27 14:44:36,2022-11-27 14:58:54,77
19970,2022-11-27 14:44:36,2022-11-27 14:58:58,77
19971,2022-11-27 14:48:37,2022-11-27 16:17:57,462
19972,2022-11-27 14:59:01,2022-11-27 15:06:04,77
19973,2022-11-27 15:06:49,2022-11-27 15:29:13,154
19974,2022-11-27 15:36:21,2022-11-27 19:02:46,1078
19975,2022-11-27 15:46:39,2022-11-27 16:05:28,154
19976,2022-11-27 15:47:34,2022-11-27 15:53:30,77
19977,2022-11-27 16:01:30,2022-11-27 16:15:53,77
19978,2022-11-27 16:06:11,2022-11-27 17:01:17,308
19979,2022-11-27 16:06:38,2022-11-27 16:16:50,77
19980,2022-11-27 16:27:49,2022-11-27 16:34:49,77
19981,2022-11-27 16:53:55,2022-11-27 17:06:41,77
19982,2022-11-27 16:57:12,2022-11-27 17:29:51,231
19983,2022-11-27 17:34:38,2022-11-27 17:38:26,77
19984,2022-11-27 17:41:09,2022-11-27 17:50:53,77
19985,2022-11-27 17:45:28,2022-11-27 18:04:13,154
19986,2022-11-27 17:55:25,2022-11-27 18:03:24,77
19987,2022-11-27 18:14:31,2022-11-27 21:23:56,1001
19988,2022-11-27 18:35:25,2022-11-27 18:41:10,77
19989,2022-11-27 18:36:42,2022-11-27 18:40:12,77
19990,2022-11-27 18:39:23,2022-11-27 18:57:21,154
19991,2022-11-27 18:40:21,2022-11-27 18:53:39,77
19992,2022-11-27 18:45:39,2022-11-27 18:54:16,77
19993,2022-11-27 18:49:24,2022-11-27 18:59:37,77
19994,2022-11-27 19:16:29,2022-11-27 19:29:45,77
19995,2022-11-27 19:50:04,2022-11-27 20:28:45,231
19996,2022-11-27 21:11:44,2022-11-27 21:24:32,77
19997,2022-11-27 21:24:18,2022-11-27 21:38:23,77
19998,2022-11-27 21:24:19,2022-11-27 21:38:23,77
19999,2022-11-27 21:24:55,2022-11-27 21:44:04,154
20000,2022-11-27 21:47:00,2022-11-27 22:00:53,77
20001,2022-11-27 22:05:36,2022-11-27 22:16:43,77
20002,2022-11-27 22:09:23,2022-11-27 22:24:21,77
20003,2022-11-27 22:12:38,2022-11-27 22:13:40,77
20004,2022-11-27 22:13:51,2022-11-27 22:25:37,77
20005,2022-11-27 22:25:01,2022-11-27 22:49:31,154
20006,2022-11-27 22:52:55,2022-11-27 23:00:22,77
20007,2022-11-27 23:06:50,2022-11-27 23:14:55,77
20008,2022-11-27 23:27:32,2022-11-27 23:33:36,77
20009,2022-11-28 00:21:13,2022-11-28 00:27:32,77
20010,2022-11-28 00:26:25,2022-11-28 00:59:41,231
20011,2022-11-28 00:42:29,2022-11-28 01:05:14,154
20012,2022-11-28 06:18:02,2022-11-28 06:40:12,154
20013,2022-11-28 07:38:50,2022-11-28 07:50:13,77
20014,2022-11-28 07:42:22,2022-11-28 07:48:16,77
20015,2022-11-28 07:53:45,2022-11-28 08:07:08,77
20016,2022-11-28 07:54:59,2022-11-28 08:12:48,154
20017,2022-11-28 08:02:19,2022-11-28 08:26:14,154
20018,2022-11-28 08:06:55,2022-11-28 08:13:17,77
20019,2022-11-28 08:07:17,2022-11-28 08:13:15,77
20020,2022-11-28 08:21:19,2022-11-28 08:44:53,154
20021,2022-11-28 08:22:22,2022-11-28 08:39:19,154
20022,2022-11-28 08:30:21,2022-11-28 08:38:47,77
20023,2022-11-28 08:31:02,2022-11-28 08:34:11,77
20024,2022-11-28 08:32:07,2022-11-28 08:42:18,77
20025,2022-11-28 08:34:15,2022-11-28 08:42:30,77
20026,2022-11-28 08:41:20,2022-11-28 08:49:33,77
20027,2022-11-28 08:43:46,2022-11-28 08:48:44,77
20028,2022-11-28 09:03:45,2022-11-28 09:10:19,77
20029,2022-11-28 10:19:20,2022-11-28 10:28:29,77
20030,2022-11-28 10:24:38,2022-11-28 10:33:20,77
20031,2022-11-28 10:26:16,2022-11-28 10:34:47,77
20032,2022-11-28 10:56:53,2022-11-28 11:22:09,154
20033,2022-11-28 11:39:55,2022-11-28 11:49:47,77
20034,2022-11-28 11:54:28,2022-11-28 12:04:05,77
20035,2022-11-28 12:17:57,2022-11-28 12:25:18,77
20036,2022-11-28 12:18:10,2022-11-28 12:23:34,77
20037,2022-11-28 12:51:29,2022-11-28 16:29:13,1155
20038,2022-11-28 12:57:33,2022-11-28 15:43:54,924
20039,2022-11-28 13:09:13,2022-11-28 13:18:53,77
20040,2022-11-28 13:21:30,2022-11-28 13:26:25,77
20041,2022-11-28 13:28:55,2022-11-28 13:40:34,77
20042,2022-11-28 13:29:21,2022-11-28 13:40:42,77
20043,2022-11-28 13:35:40,2022-11-28 13:44:57,77
20044,2022-11-28 13:48:47,2022-11-28 13:58:35,77
20045,2022-11-28 14:59:44,2022-11-28 16:16:55,462
20046,2022-11-28 15:13:53,2022-11-28 16:00:48,308
20047,2022-11-28 15:18:39,2022-11-28 15:35:06,154
20048,2022-11-28 15:43:04,2022-11-28 16:07:48,154
20049,2022-11-28 15:48:46,2022-11-28 16:02:48,77
20050,2022-11-28 15:55:00,2022-11-28 16:06:03,77
20051,2022-11-28 16:06:21,2022-11-28 16:26:57,154
20052,2022-11-28 16:19:11,2022-11-28 16:34:36,154
20053,2022-11-28 16:22:16,2022-11-28 16:33:31,77
20054,2022-11-28 16:32:40,2022-11-28 17:17:33,231
20055,2022-11-28 16:47:15,2022-11-28 17:01:58,77
20056,2022-11-28 16:54:56,2022-11-28 17:02:32,77
20057,2022-11-28 17:07:34,2022-11-28 17:37:27,154
20058,2022-11-28 17:28:06,2022-11-28 17:35:36,77
20059,2022-11-28 17:34:10,2022-11-28 17:44:42,77
20060,2022-11-28 17:35:14,2022-11-28 17:48:28,77
20061,2022-11-28 17:36:39,2022-11-28 17:49:06,77
20062,2022-11-28 17:54:09,2022-11-28 18:02:06,77
20063,2022-11-28 18:03:04,2022-11-28 18:10:52,77
20064,2022-11-28 18:09:15,2022-11-28 18:19:17,77
20065,2022-11-28 18:14:11,2022-11-28 18:22:51,77
20066,2022-11-28 18:15:51,2022-11-28 18:23:44,77
20067,2022-11-28 18:15:52,2022-11-28 18:23:45,77
20068,2022-11-28 18:16:12,2022-11-28 18:23:45,77
20069,2022-11-28 18:22:47,2022-11-28 18:36:28,77
20070,2022-11-28 18:23:27,2022-11-28 18:32:02,77
20071,2022-11-28 18:24:07,2022-11-28 20:01:14,539
20072,2022-11-28 18:25:21,2022-11-28 18:40:22,154
20073,2022-11-28 18:25:48,2022-11-28 18:40:07,77
20074,2022-11-28 18:30:35,2022-11-28 18:55:43,154
20075,2022-11-28 18:32:13,2022-11-28 18:44:27,77
20076,2022-11-28 18:35:23,2022-11-28 18:56:47,154
20077,2022-11-28 18:36:17,2022-11-28 18:44:56,77
20078,2022-11-28 18:39:21,2022-11-28 18:50:13,77
20079,2022-11-28 19:01:13,2022-11-28 19:12:22,77
20080,2022-11-28 19:09:34,2022-11-28 19:23:03,77
20081,2022-11-28 20:25:04,2022-11-28 20:47:28,154
20082,2022-11-28 21:20:16,2022-11-28 21:27:13,77
20083,2022-11-28 21:23:55,2022-11-28 21:29:40,77
20084,2022-11-28 21:43:18,2022-11-28 21:55:55,77
20085,2022-11-28 22:31:22,2022-11-28 23:08:22,231
20086,2022-11-28 22:54:50,2022-11-29 00:01:58,385
20087,2022-11-29 02:37:15,2022-11-29 03:01:35,154
20088,2022-11-29 02:38:57,2022-11-29 02:57:07,154
20089,2022-11-29 04:48:59,2022-11-29 04:54:26,77
20090,2022-11-29 05:31:36,2022-11-29 05:44:37,77
20091,2022-11-29 06:34:43,2022-11-29 06:46:07,77
20092,2022-11-29 06:51:24,2022-11-29 06:59:50,77
20093,2022-11-29 06:55:29,2022-11-29 07:09:05,77
20094,2022-11-29 06:57:14,2022-11-29 07:06:19,77
20095,2022-11-29 07:01:43,2022-11-29 07:07:46,77
20096,2022-11-29 07:15:09,2022-11-29 07:36:48,154
20097,2022-11-29 07:39:16,2022-11-29 07:47:27,77
20098,2022-11-29 07:39:56,2022-11-29 07:44:54,77
20099,2022-11-29 07:40:52,2022-11-29 07:49:14,77
20100,2022-11-29 07:43:24,2022-11-29 08:04:38,77
20101,2022-11-29 07:49:43,2022-11-29 08:02:00,77
20102,2022-11-29 07:49:57,2022-11-29 08:03:26,77
20103,2022-11-29 07:59:48,2022-11-29 08:11:05,77
20104,2022-11-29 08:03:21,2022-11-29 08:23:28,154
20105,2022-11-29 08:07:13,2022-11-29 08:20:29,77
20106,2022-11-29 08:17:17,2022-11-29 08:45:02,154
20107,2022-11-29 08:24:28,2022-11-29 16:11:48,1500
20108,2022-11-29 08:34:45,2022-11-29 08:48:02,77
20109,2022-11-29 08:35:35,2022-11-29 08:41:16,77
20110,2022-11-29 08:35:59,2022-11-29 08:44:04,77
20111,2022-11-29 08:45:30,2022-11-29 08:52:49,77
20112,2022-11-29 08:57:08,2022-11-29 09:04:58,77
20113,2022-11-29 08:57:12,2022-11-29 09:04:49,77
20114,2022-11-29 09:03:52,2022-11-29 09:10:35,77
20115,2022-11-29 09:04:37,2022-11-29 09:12:18,77
20116,2022-11-29 09:23:07,2022-11-29 09:27:24,77
20117,2022-11-29 09:23:41,2022-11-29 09:36:41,77
20118,2022-11-29 09:45:34,2022-11-29 11:25:51,539
20119,2022-11-29 10:10:44,2022-11-29 10:48:07,231
20120,2022-11-29 10:37:02,2022-11-29 10:53:21,154
20121,2022-11-29 11:04:27,2022-11-29 14:09:22,1001
20122,2022-11-29 11:33:56,2022-11-29 11:44:59,77
20123,2022-11-29 12:20:07,2022-11-29 12:29:06,77
20124,2022-11-29 13:34:48,2022-11-29 13:41:41,77
20125,2022-11-29 14:16:52,2022-11-29 14:26:00,77
20126,2022-11-29 14:18:58,2022-11-29 14:23:31,77
20127,2022-11-29 14:31:28,2022-11-29 14:41:02,77
20128,2022-11-29 15:17:27,2022-11-29 15:20:03,77
20129,2022-11-29 15:18:02,2022-11-29 16:43:42,462
20130,2022-11-29 15:20:06,2022-11-29 16:51:05,462
20131,2022-11-29 15:20:40,2022-11-29 15:25:39,77
20132,2022-11-29 15:21:05,2022-11-29 16:43:46,462
20133,2022-11-29 15:22:20,2022-11-29 18:35:29,1001
20134,2022-11-29 15:26:42,2022-11-29 16:46:04,462
20135,2022-11-29 16:06:12,2022-11-29 16:42:59,231
20136,2022-11-29 16:13:56,2022-11-29 16:16:40,77
20137,2022-11-29 16:14:11,2022-11-29 16:20:28,77
20138,2022-11-29 16:20:48,2022-11-29 16:40:32,154
20139,2022-11-29 16:23:19,2022-11-29 16:31:31,77
20140,2022-11-29 16:35:34,2022-11-29 16:44:51,77
20141,2022-11-29 16:58:49,2022-11-29 17:08:37,77
20142,2022-11-29 17:39:23,2022-11-29 17:50:55,77
20143,2022-11-29 18:37:15,2022-11-29 18:49:46,77
20144,2022-11-29 18:49:58,2022-11-29 18:56:19,77
20145,2022-11-29 19:45:20,2022-11-29 19:54:44,77
20146,2022-11-29 20:33:32,2022-11-29 20:40:21,77
20147,2022-11-29 21:14:32,2022-11-29 21:22:43,77
20148,2022-11-29 23:00:01,2022-11-29 23:13:12,77
20149,2022-11-30 00:04:04,2022-11-30 00:13:42,77
20150,2022-11-30 00:12:04,2022-11-30 00:19:23,77
20151,2022-11-30 00:15:42,2022-11-30 00:29:16,77
20152,2022-11-30 00:47:18,2022-11-30 00:58:48,77
20153,2022-11-30 05:58:59,2022-11-30 06:08:01,77
20154,2022-11-30 06:03:10,2022-11-30 06:27:36,154
20155,2022-11-30 06:44:47,2022-11-30 06:50:48,77
