,in,out,fee
7786,2022-08-15 11:54:16,2022-08-15 15:27:05,1155
7787,2022-08-15 12:34:54,2022-08-15 13:45:42,385
7788,2022-08-15 12:35:25,2022-08-15 13:10:59,231
7789,2022-08-15 13:23:53,2022-08-15 13:49:50,154
7790,2022-08-15 13:46:03,2022-08-15 16:04:03,770
7791,2022-08-15 13:48:25,2022-08-15 14:12:27,154
7792,2022-08-15 14:37:31,2022-08-15 14:50:14,77
7793,2022-08-15 15:23:40,2022-08-15 15:34:52,77
7794,2022-08-15 15:28:07,2022-08-15 15:45:51,154
7795,2022-08-15 15:59:08,2022-08-15 16:07:23,77
7796,2022-08-15 15:59:12,2022-08-15 16:13:46,77
7797,2022-08-15 16:28:23,2022-08-15 18:13:27,616
7798,2022-08-15 16:36:00,2022-08-15 16:56:39,154
7799,2022-08-15 16:51:30,2022-08-15 21:56:10,1500
7800,2022-08-15 16:51:50,2022-08-15 21:56:19,1500
7801,2022-08-15 17:19:21,2022-08-15 17:30:28,77
7802,2022-08-15 17:22:05,2022-08-15 17:28:12,77
7803,2022-08-15 17:28:09,2022-08-15 17:38:09,77
7804,2022-08-15 17:36:19,2022-08-15 17:52:42,154
7805,2022-08-15 17:46:41,2022-08-15 17:58:36,77
7806,2022-08-15 18:16:54,2022-08-15 18:29:33,77
7807,2022-08-15 18:24:35,2022-08-15 18:47:13,154
7808,2022-08-15 18:43:57,2022-08-15 18:49:30,77
7809,2022-08-15 19:03:17,2022-08-15 19:12:52,77
7810,2022-08-15 19:35:11,2022-08-15 19:40:50,77
7811,2022-08-15 20:05:53,2022-08-15 21:59:15,616
7812,2022-08-15 20:11:04,2022-08-15 20:20:25,77
7813,2022-08-15 20:16:37,2022-08-15 20:30:40,77
7814,2022-08-15 20:51:34,2022-08-15 21:01:55,77
7815,2022-08-15 21:09:22,2022-08-15 21:20:43,77
7816,2022-08-15 21:10:30,2022-08-15 21:39:50,154
7817,2022-08-15 21:13:31,2022-08-15 21:25:49,77
7818,2022-08-15 21:52:07,2022-08-15 22:00:20,77
7819,2022-08-15 22:03:30,2022-08-15 22:13:52,77
7820,2022-08-15 22:16:50,2022-08-15 22:37:53,154
7821,2022-08-15 22:40:51,2022-08-15 23:17:37,231
7822,2022-08-15 23:01:28,2022-08-15 23:07:53,77
7823,2022-08-15 23:09:19,2022-08-15 23:16:35,77
7824,2022-08-15 23:10:21,2022-08-15 23:25:39,154
7825,2022-08-15 23:20:59,2022-08-15 23:42:38,154
7826,2022-08-15 23:34:51,2022-08-16 00:12:19,231
7827,2022-08-16 01:42:40,2022-08-16 01:55:44,77
7828,2022-08-16 02:22:33,2022-08-16 02:38:20,154
7829,2022-08-16 03:54:07,2022-08-16 04:54:20,385
7830,2022-08-16 07:02:35,2022-08-16 07:13:29,77
7831,2022-08-16 07:10:28,2022-08-16 07:21:13,77
7832,2022-08-16 07:23:41,2022-08-16 07:43:35,154
7833,2022-08-16 07:35:55,2022-08-16 07:43:35,77
7834,2022-08-16 07:45:52,2022-08-16 16:14:19,1654
7835,2022-08-16 07:47:26,2022-08-16 08:05:17,154
7836,2022-08-16 08:01:09,2022-08-16 08:14:54,77
7837,2022-08-16 08:18:07,2022-08-16 08:25:33,77
7838,2022-08-16 08:25:57,2022-08-16 08:44:03,154
7839,2022-08-16 08:34:23,2022-08-16 08:43:19,77
7840,2022-08-16 08:35:29,2022-08-16 08:46:15,77
7841,2022-08-16 08:44:34,2022-08-16 08:54:21,77
7842,2022-08-16 08:54:52,2022-08-16 09:01:35,77
7843,2022-08-16 08:56:01,2022-08-16 09:05:44,77
7844,2022-08-16 09:33:06,2022-08-16 09:44:40,77
7845,2022-08-16 10:12:45,2022-08-16 10:43:35,231
7846,2022-08-16 10:28:31,2022-08-16 10:39:25,77
7847,2022-08-16 10:39:26,2022-08-16 10:45:17,77
7848,2022-08-16 10:56:24,2022-08-16 10:59:30,77
7849,2022-08-16 10:59:48,2022-08-16 18:40:28,1500
7850,2022-08-16 11:54:01,2022-08-16 12:01:43,77
7851,2022-08-16 12:20:11,2022-08-16 12:45:23,154
7852,2022-08-16 12:52:06,2022-08-16 13:45:52,308
7853,2022-08-16 13:35:09,2022-08-16 14:05:55,231
7854,2022-08-16 13:36:25,2022-08-16 18:10:23,1463
7855,2022-08-16 13:46:15,2022-08-16 14:03:15,154
7856,2022-08-16 14:06:33,2022-08-16 14:18:00,77
7857,2022-08-16 14:32:58,2022-08-16 14:45:54,77
7858,2022-08-16 15:15:21,2022-08-16 15:24:45,77
7859,2022-08-16 15:40:47,2022-08-16 15:53:18,77
7860,2022-08-16 15:46:09,2022-08-16 15:55:32,77
7861,2022-08-16 16:23:50,2022-08-16 20:05:02,1155
7862,2022-08-16 17:02:51,2022-08-16 17:59:38,308
7863,2022-08-16 17:05:23,2022-08-16 17:16:55,77
7864,2022-08-16 17:12:06,2022-08-16 18:10:33,308
7865,2022-08-16 17:13:36,2022-08-16 18:10:22,308
7866,2022-08-16 17:19:40,2022-08-16 17:33:39,77
7867,2022-08-16 17:37:06,2022-08-16 17:47:33,77
7868,2022-08-16 17:46:44,2022-08-16 18:01:17,77
7869,2022-08-16 18:03:26,2022-08-16 18:13:17,77
7870,2022-08-16 18:10:28,2022-08-16 18:25:41,154
7871,2022-08-16 18:14:59,2022-08-16 18:20:06,77
7872,2022-08-16 18:18:06,2022-08-16 18:27:58,77
7873,2022-08-16 18:41:55,2022-08-16 18:51:03,77
7874,2022-08-16 18:44:34,2022-08-16 19:57:19,385
7875,2022-08-16 18:44:42,2022-08-16 19:57:18,385
7876,2022-08-16 19:20:43,2022-08-16 19:30:35,77
7877,2022-08-16 19:26:11,2022-08-16 19:35:04,77
7878,2022-08-16 19:27:03,2022-08-16 19:40:56,77
7879,2022-08-16 19:32:24,2022-08-16 19:56:56,154
7880,2022-08-16 19:37:57,2022-08-16 19:49:33,77
7881,2022-08-16 20:04:10,2022-08-16 20:14:38,77
7882,2022-08-16 20:35:11,2022-08-16 20:47:04,77
7883,2022-08-16 21:26:32,2022-08-16 21:36:15,77
7884,2022-08-16 21:29:31,2022-08-16 21:38:33,77
7885,2022-08-16 21:46:36,2022-08-16 22:40:35,308
7886,2022-08-16 22:03:18,2022-08-16 22:30:34,154
7887,2022-08-16 22:26:24,2022-08-16 22:46:10,154
7888,2022-08-16 22:26:34,2022-08-16 22:47:08,154
7889,2022-08-16 22:29:32,2022-08-16 22:37:56,77
7890,2022-08-17 00:15:53,2022-08-17 00:23:53,77
7891,2022-08-17 00:23:40,2022-08-17 00:33:18,77
7892,2022-08-17 06:04:48,2022-08-17 06:16:37,77
7893,2022-08-17 06:29:18,2022-08-17 06:35:50,77
7894,2022-08-17 06:51:46,2022-08-17 07:16:30,154
7895,2022-08-17 07:21:09,2022-08-17 07:32:21,77
7896,2022-08-17 07:24:57,2022-08-17 07:33:31,77
7897,2022-08-17 07:33:31,2022-08-17 07:52:06,154
7898,2022-08-17 07:34:51,2022-08-17 07:43:12,77
7899,2022-08-17 07:35:32,2022-08-17 07:47:48,77
7900,2022-08-17 07:57:55,2022-08-17 08:00:16,77
7901,2022-08-17 08:00:25,2022-08-17 08:09:38,77
7902,2022-08-17 08:00:26,2022-08-17 08:30:58,231
7903,2022-08-17 08:01:38,2022-08-17 08:11:55,77
7904,2022-08-17 08:34:52,2022-08-17 08:42:21,77
7905,2022-08-17 09:17:30,2022-08-17 09:42:21,154
7906,2022-08-17 09:24:12,2022-08-17 09:31:30,77
7907,2022-08-17 09:33:19,2022-08-17 09:41:37,77
7908,2022-08-17 10:57:10,2022-08-17 16:04:57,1500
7909,2022-08-17 12:40:47,2022-08-17 12:51:28,77
7910,2022-08-17 12:53:21,2022-08-17 12:54:54,77
7911,2022-08-17 12:55:09,2022-08-17 15:58:55,1001
7912,2022-08-17 13:40:27,2022-08-17 13:53:10,77
7913,2022-08-17 14:25:37,2022-08-17 14:33:23,77
7914,2022-08-17 15:22:39,2022-08-17 15:35:34,77
7915,2022-08-17 15:23:44,2022-08-17 15:33:57,77
7916,2022-08-17 16:08:27,2022-08-17 16:32:38,154
7917,2022-08-17 16:11:01,2022-08-17 16:31:16,154
7918,2022-08-17 16:32:46,2022-08-17 16:39:29,77
7919,2022-08-17 16:41:17,2022-08-17 16:58:46,0
7920,2022-08-17 16:46:10,2022-08-17 16:55:24,77
7921,2022-08-17 16:59:10,2022-08-17 17:08:06,77
7922,2022-08-17 17:04:48,2022-08-17 17:21:54,154
7923,2022-08-17 17:08:35,2022-08-17 17:20:52,77
7924,2022-08-17 17:10:00,2022-08-17 17:21:55,77
7925,2022-08-17 18:03:34,2022-08-17 18:15:31,77
7926,2022-08-17 18:05:34,2022-08-17 18:13:29,77
7927,2022-08-17 18:06:14,2022-08-17 19:02:28,308
7928,2022-08-17 18:08:23,2022-08-17 18:17:31,77
7929,2022-08-17 18:12:33,2022-08-17 18:58:07,308
7930,2022-08-17 18:23:08,2022-08-17 18:37:21,77
7931,2022-08-17 19:13:28,2022-08-17 20:21:32,385
7932,2022-08-17 19:46:24,2022-08-17 20:11:16,154
7933,2022-08-17 20:13:19,2022-08-17 20:24:40,77
7934,2022-08-17 20:18:51,2022-08-17 20:30:08,77
7935,2022-08-17 20:20:35,2022-08-17 20:25:55,77
7936,2022-08-17 20:31:10,2022-08-17 20:41:35,77
7937,2022-08-17 20:42:38,2022-08-17 21:24:46,231
7938,2022-08-17 21:25:20,2022-08-17 21:39:54,77
7939,2022-08-17 21:37:38,2022-08-17 22:09:17,231
7940,2022-08-17 21:51:20,2022-08-17 22:00:48,77
7941,2022-08-17 21:54:45,2022-08-17 22:02:57,77
7942,2022-08-17 22:09:32,2022-08-17 22:21:57,77
7943,2022-08-17 22:31:54,2022-08-17 23:14:12,231
7944,2022-08-17 23:16:52,2022-08-17 23:25:26,77
7945,2022-08-17 23:29:53,2022-08-17 23:42:55,77
7946,2022-08-18 00:28:46,2022-08-18 00:49:52,154
7947,2022-08-18 07:43:47,2022-08-18 07:52:30,77
7948,2022-08-18 08:20:38,2022-08-18 08:42:24,154
7949,2022-08-18 08:23:21,2022-08-18 08:49:56,154
7950,2022-08-18 08:36:37,2022-08-18 08:51:34,77
7951,2022-08-18 10:57:35,2022-08-18 11:04:16,77
7952,2022-08-18 11:45:55,2022-08-18 12:11:00,154
7953,2022-08-18 12:13:30,2022-08-18 12:32:12,154
7954,2022-08-18 12:38:05,2022-08-18 12:47:50,77
7955,2022-08-18 13:17:45,2022-08-18 13:41:24,154
7956,2022-08-18 14:14:37,2022-08-18 14:26:08,77
7957,2022-08-18 14:34:11,2022-08-18 14:58:44,154
7958,2022-08-18 15:00:03,2022-08-18 15:09:39,77
7959,2022-08-18 15:21:27,2022-08-18 16:54:35,539
7960,2022-08-18 16:03:47,2022-08-18 16:41:40,231
7961,2022-08-18 17:41:34,2022-08-18 20:35:08,924
7962,2022-08-18 17:43:50,2022-08-18 17:54:55,77
7963,2022-08-18 17:55:55,2022-08-18 18:15:05,154
7964,2022-08-18 18:02:44,2022-08-18 18:14:49,77
7965,2022-08-18 18:16:33,2022-08-18 18:28:05,77
7966,2022-08-18 18:19:07,2022-08-18 18:53:44,231
7967,2022-08-18 18:22:49,2022-08-18 18:46:45,154
7968,2022-08-18 18:26:03,2022-08-18 18:33:40,77
7969,2022-08-18 18:57:51,2022-08-18 19:25:21,154
7970,2022-08-18 18:59:12,2022-08-18 19:07:43,77
7971,2022-08-18 18:59:23,2022-08-18 20:52:04,616
7972,2022-08-18 19:24:47,2022-08-18 20:48:25,462
7973,2022-08-18 19:42:32,2022-08-18 19:58:45,154
7974,2022-08-18 19:46:08,2022-08-18 19:55:30,77
7975,2022-08-18 19:56:00,2022-08-18 20:08:18,77
7976,2022-08-18 20:15:25,2022-08-18 20:22:58,77
7977,2022-08-18 20:41:07,2022-08-18 20:49:49,77
7978,2022-08-18 20:44:35,2022-08-18 20:55:50,77
7979,2022-08-18 20:51:37,2022-08-18 21:25:43,231
7980,2022-08-18 20:56:05,2022-08-18 21:06:27,77
7981,2022-08-18 20:58:27,2022-08-18 21:13:07,77
7982,2022-08-18 21:17:08,2022-08-18 21:23:35,77
7983,2022-08-18 21:26:28,2022-08-18 21:36:06,77
7984,2022-08-18 21:44:22,2022-08-18 21:58:00,77
7985,2022-08-18 23:11:14,2022-08-18 23:46:36,231
7986,2022-08-18 23:33:12,2022-08-19 00:53:14,462
7987,2022-08-18 23:44:14,2022-08-18 23:53:56,77
7988,2022-08-19 00:27:21,2022-08-19 00:36:17,77
7989,2022-08-19 00:27:22,2022-08-19 00:39:31,77
7990,2022-08-19 00:29:42,2022-08-19 00:48:06,154
7991,2022-08-19 07:27:49,2022-08-19 07:41:24,77
7992,2022-08-19 07:35:37,2022-08-19 07:48:29,77
7993,2022-08-19 07:57:12,2022-08-19 08:07:08,77
7994,2022-08-19 08:13:09,2022-08-19 08:24:58,77
7995,2022-08-19 08:43:50,2022-08-19 08:48:14,77
7996,2022-08-19 09:13:23,2022-08-19 09:42:00,154
7997,2022-08-19 09:54:31,2022-08-19 10:02:57,77
7998,2022-08-19 09:55:27,2022-08-19 11:33:18,539
7999,2022-08-19 10:02:59,2022-08-19 10:12:55,77
8000,2022-08-19 10:04:02,2022-08-19 10:13:29,77
8001,2022-08-19 10:05:26,2022-08-19 10:15:50,77
8002,2022-08-19 10:07:48,2022-08-19 10:18:28,77
8003,2022-08-19 10:12:58,2022-08-19 10:15:47,77
8004,2022-08-19 10:17:59,2022-08-19 12:33:58,770
8005,2022-08-19 11:11:23,2022-08-19 11:28:52,154
8006,2022-08-19 11:33:37,2022-08-19 12:33:56,385
8007,2022-08-19 11:54:05,2022-08-19 12:01:35,77
8008,2022-08-19 12:22:32,2022-08-19 12:34:17,77
8009,2022-08-19 12:27:25,2022-08-19 12:33:30,77
8010,2022-08-19 12:40:41,2022-08-19 13:25:37,231
8011,2022-08-19 12:45:19,2022-08-19 13:05:55,154
8012,2022-08-19 13:10:00,2022-08-19 13:50:59,231
8013,2022-08-19 13:15:09,2022-08-19 13:19:29,77
8014,2022-08-19 13:21:01,2022-08-20 02:12:27,3000
8015,2022-08-19 14:07:55,2022-08-19 14:31:13,154
8016,2022-08-19 14:10:20,2022-08-19 14:59:45,308
8017,2022-08-19 14:12:18,2022-08-19 14:19:43,77
8018,2022-08-19 15:05:33,2022-08-19 15:13:25,77
8019,2022-08-19 15:28:20,2022-08-19 16:25:28,308
8020,2022-08-19 15:32:03,2022-08-19 16:25:33,308
8021,2022-08-19 16:08:01,2022-08-19 16:31:40,154
8022,2022-08-19 16:50:12,2022-08-19 17:02:06,77
8023,2022-08-19 17:00:34,2022-08-19 17:19:13,154
8024,2022-08-19 17:09:18,2022-08-19 17:28:49,154
8025,2022-08-19 17:20:16,2022-08-19 17:33:48,77
8026,2022-08-19 17:26:18,2022-08-19 17:44:59,154
8027,2022-08-19 17:31:43,2022-08-19 17:37:24,77
8028,2022-08-19 17:46:08,2022-08-19 18:12:37,154
8029,2022-08-19 17:47:30,2022-08-19 18:00:31,77
8030,2022-08-19 18:13:37,2022-08-19 18:22:56,77
8031,2022-08-19 18:17:12,2022-08-19 18:32:53,154
8032,2022-08-19 18:21:57,2022-08-19 18:30:12,77
8033,2022-08-19 18:27:02,2022-08-19 18:37:31,77
8034,2022-08-19 18:43:57,2022-08-19 18:51:59,77
8035,2022-08-19 18:49:56,2022-08-19 19:12:40,154
8036,2022-08-19 18:54:26,2022-08-19 19:02:24,77
8037,2022-08-19 19:28:12,2022-08-19 19:36:06,77
8038,2022-08-19 19:32:23,2022-08-19 19:46:18,77
8039,2022-08-19 20:18:09,2022-08-19 20:28:59,77
8040,2022-08-19 20:50:12,2022-08-19 21:00:34,77
8041,2022-08-19 20:54:55,2022-08-19 21:04:12,77
8042,2022-08-19 21:19:32,2022-08-19 21:32:27,77
8043,2022-08-19 21:25:19,2022-08-19 22:15:38,308
8044,2022-08-19 22:12:26,2022-08-19 22:23:51,77
8045,2022-08-19 22:18:25,2022-08-19 22:31:56,77
8046,2022-08-19 22:35:32,2022-08-19 22:45:42,77
8047,2022-08-19 22:39:59,2022-08-19 22:49:33,77
8048,2022-08-19 22:45:03,2022-08-19 22:48:56,77
8049,2022-08-19 22:49:30,2022-08-19 22:59:56,77
8050,2022-08-19 23:04:15,2022-08-19 23:18:16,77
8051,2022-08-19 23:25:03,2022-08-19 23:37:51,77
8052,2022-08-20 03:00:20,2022-08-20 03:11:26,77
8053,2022-08-20 05:35:03,2022-08-20 05:43:15,77
8054,2022-08-20 06:26:46,2022-08-20 06:27:54,77
8055,2022-08-20 06:47:04,2022-08-20 06:55:02,77
8056,2022-08-20 07:07:56,2022-08-20 07:17:25,77
8057,2022-08-20 07:37:50,2022-08-20 07:53:34,154
8058,2022-08-20 07:49:23,2022-08-20 07:53:37,77
8059,2022-08-20 08:05:40,2022-08-20 08:15:07,77
8060,2022-08-20 08:08:29,2022-08-20 08:15:47,77
8061,2022-08-20 08:09:49,2022-08-20 08:18:46,77
8062,2022-08-20 08:48:48,2022-08-20 08:58:23,77
8063,2022-08-20 08:49:33,2022-08-20 08:56:43,77
8064,2022-08-20 09:09:28,2022-08-20 09:16:04,77
8065,2022-08-20 09:09:29,2022-08-20 09:16:21,77
8066,2022-08-20 09:11:08,2022-08-20 09:17:58,77
8067,2022-08-20 09:25:30,2022-08-20 13:54:22,1386
8068,2022-08-20 09:27:33,2022-08-20 13:54:22,1386
8069,2022-08-20 10:03:15,2022-08-20 10:11:37,77
8070,2022-08-20 10:22:26,2022-08-20 10:34:24,77
8071,2022-08-20 10:23:07,2022-08-20 10:30:29,77
8072,2022-08-20 10:37:28,2022-08-20 10:52:33,154
8073,2022-08-20 10:47:00,2022-08-20 11:03:58,154
8074,2022-08-20 10:57:06,2022-08-20 12:00:07,385
8075,2022-08-20 11:12:10,2022-08-20 11:29:13,154
8076,2022-08-20 11:12:25,2022-08-20 11:59:24,308
8077,2022-08-20 11:24:56,2022-08-20 12:11:35,308
8078,2022-08-20 11:38:00,2022-08-20 13:10:27,539
8079,2022-08-20 11:46:07,2022-08-20 12:13:51,154
8080,2022-08-20 11:57:18,2022-08-20 12:12:27,154
8081,2022-08-20 12:24:16,2022-08-20 12:36:43,77
8082,2022-08-20 12:38:02,2022-08-20 12:47:41,77
8083,2022-08-20 12:39:05,2022-08-20 12:52:50,77
8084,2022-08-20 12:41:37,2022-08-20 12:50:33,77
8085,2022-08-20 12:44:46,2022-08-20 15:17:22,847
8086,2022-08-20 12:48:42,2022-08-20 15:17:17,770
8087,2022-08-20 12:54:37,2022-08-20 13:01:23,77
8088,2022-08-20 13:27:48,2022-08-20 13:39:17,77
8089,2022-08-20 13:34:29,2022-08-20 13:53:47,154
8090,2022-08-20 13:36:57,2022-08-20 13:50:23,77
8091,2022-08-20 14:19:16,2022-08-20 14:31:55,77
8092,2022-08-20 14:29:13,2022-08-20 14:41:01,77
8093,2022-08-20 14:39:09,2022-08-20 14:43:39,77
8094,2022-08-20 15:12:52,2022-08-20 16:56:36,539
8095,2022-08-20 15:21:07,2022-08-20 15:31:12,77
8096,2022-08-20 15:47:25,2022-08-20 16:13:12,154
8097,2022-08-20 15:51:49,2022-08-20 17:33:36,539
8098,2022-08-20 16:06:13,2022-08-20 19:52:57,1232
8099,2022-08-20 16:06:14,2022-08-20 19:52:50,1232
8100,2022-08-20 16:09:07,2022-08-20 17:49:52,539
8101,2022-08-20 16:10:19,2022-08-20 17:50:00,539
8102,2022-08-20 16:35:10,2022-08-20 16:46:02,77
8103,2022-08-20 17:09:09,2022-08-20 17:20:06,77
8104,2022-08-20 17:28:52,2022-08-20 19:08:26,539
8105,2022-08-20 17:33:21,2022-08-20 17:43:46,77
8106,2022-08-20 17:42:32,2022-08-20 19:08:04,462
8107,2022-08-20 17:50:59,2022-08-20 18:15:44,154
8108,2022-08-20 17:57:02,2022-08-20 18:07:05,77
8109,2022-08-20 18:27:19,2022-08-20 18:38:35,77
8110,2022-08-20 18:28:02,2022-08-20 18:36:00,77
8111,2022-08-20 18:56:41,2022-08-20 19:06:46,77
8112,2022-08-20 19:29:56,2022-08-20 19:35:55,77
8113,2022-08-20 19:54:27,2022-08-20 20:38:03,231
8114,2022-08-20 21:17:59,2022-08-20 21:27:00,77
8115,2022-08-20 21:48:17,2022-08-20 22:02:15,77
8116,2022-08-20 22:19:00,2022-08-20 22:33:08,77
8117,2022-08-20 22:19:03,2022-08-20 22:33:12,77
8118,2022-08-20 22:52:40,2022-08-20 22:59:50,77
8119,2022-08-20 23:57:55,2022-08-21 00:14:30,154
8120,2022-08-21 00:28:10,2022-08-21 00:35:22,77
8121,2022-08-21 00:28:16,2022-08-21 00:35:22,77
8122,2022-08-21 00:34:48,2022-08-21 00:44:57,77
8123,2022-08-21 06:10:47,2022-08-21 06:19:21,77
8124,2022-08-21 06:57:09,2022-08-21 13:15:18,1500
8125,2022-08-21 07:03:46,2022-08-21 07:31:37,154
8126,2022-08-21 07:43:06,2022-08-21 08:01:26,154
8127,2022-08-21 08:08:19,2022-08-21 08:19:29,77
8128,2022-08-21 08:27:49,2022-08-21 08:46:08,154
8129,2022-08-21 08:40:48,2022-08-21 10:53:42,693
8130,2022-08-21 09:13:00,2022-08-21 09:22:19,77
8131,2022-08-21 09:32:11,2022-08-21 09:41:10,77
8132,2022-08-21 09:33:41,2022-08-21 10:02:35,154
8133,2022-08-21 09:49:42,2022-08-21 09:57:38,77
8134,2022-08-21 09:51:25,2022-08-21 10:00:42,77
8135,2022-08-21 10:20:09,2022-08-21 10:26:32,77
8136,2022-08-21 10:24:35,2022-08-21 10:36:38,77
8137,2022-08-21 10:28:17,2022-08-21 10:38:25,77
8138,2022-08-21 10:28:23,2022-08-21 10:38:59,77
8139,2022-08-21 11:08:49,2022-08-21 11:25:05,154
8140,2022-08-21 11:11:08,2022-08-21 11:21:33,77
8141,2022-08-21 11:18:16,2022-08-21 11:37:42,154
8142,2022-08-21 11:29:37,2022-08-21 11:44:34,77
8143,2022-08-21 11:54:14,2022-08-21 13:25:23,539
8144,2022-08-21 11:54:25,2022-08-21 13:25:23,539
8145,2022-08-21 12:22:26,2022-08-21 12:33:06,77
8146,2022-08-21 12:26:13,2022-08-21 12:40:33,77
8147,2022-08-21 12:36:47,2022-08-21 13:46:38,385
8148,2022-08-21 12:49:38,2022-08-21 12:58:55,77
8149,2022-08-21 12:58:06,2022-08-21 13:22:50,154
8150,2022-08-21 13:14:26,2022-08-21 13:21:34,77
8151,2022-08-21 13:14:54,2022-08-21 13:21:45,77
8152,2022-08-21 13:16:37,2022-08-21 13:33:56,154
8153,2022-08-21 13:17:10,2022-08-21 13:34:19,154
8154,2022-08-21 13:37:27,2022-08-21 13:51:48,77
8155,2022-08-21 13:38:53,2022-08-21 13:45:40,77
8156,2022-08-21 14:26:16,2022-08-21 14:35:51,77
8157,2022-08-21 14:29:41,2022-08-21 15:13:22,231
8158,2022-08-21 14:36:55,2022-08-21 14:56:16,154
8159,2022-08-21 14:46:25,2022-08-21 16:24:55,539
8160,2022-08-21 15:22:44,2022-08-21 17:21:37,616
8161,2022-08-21 15:39:18,2022-08-21 16:03:22,154
8162,2022-08-21 15:47:28,2022-08-21 15:59:04,77
8163,2022-08-21 15:47:34,2022-08-21 15:58:57,77
8164,2022-08-21 16:03:09,2022-08-21 16:14:34,77
8165,2022-08-21 16:07:33,2022-08-21 16:32:21,154
8166,2022-08-21 16:07:44,2022-08-21 23:41:57,1500
8167,2022-08-21 16:17:16,2022-08-21 18:18:50,693
8168,2022-08-21 16:55:15,2022-08-21 16:59:39,77
8169,2022-08-21 16:56:03,2022-08-21 17:01:28,77
8170,2022-08-21 17:00:30,2022-08-21 17:13:53,77
8171,2022-08-21 17:00:46,2022-08-21 17:24:41,154
8172,2022-08-21 17:21:38,2022-08-21 17:24:33,77
8173,2022-08-21 17:25:36,2022-08-21 17:46:27,154
8174,2022-08-21 17:35:54,2022-08-21 17:53:03,154
8175,2022-08-21 17:36:15,2022-08-21 17:52:45,154
8176,2022-08-21 17:43:02,2022-08-21 18:06:20,154
8177,2022-08-21 18:09:56,2022-08-21 18:16:36,77
8178,2022-08-21 18:10:58,2022-08-21 18:19:16,77
8179,2022-08-21 18:13:17,2022-08-21 18:23:50,77
8180,2022-08-21 18:17:46,2022-08-21 18:24:29,77
8181,2022-08-21 18:26:34,2022-08-21 18:38:34,77
8182,2022-08-21 18:27:20,2022-08-21 18:39:28,77
8183,2022-08-21 18:43:15,2022-08-21 18:53:14,77
8184,2022-08-21 18:46:08,2022-08-21 18:53:37,77
8185,2022-08-21 18:49:54,2022-08-21 18:58:44,77
8186,2022-08-21 19:07:04,2022-08-21 19:17:47,77
8187,2022-08-21 19:09:01,2022-08-21 20:50:32,539
8188,2022-08-21 19:09:55,2022-08-21 20:50:24,539
8189,2022-08-21 19:32:44,2022-08-21 19:44:46,77
8190,2022-08-21 19:57:23,2022-08-21 20:08:09,77
8191,2022-08-21 20:01:26,2022-08-21 20:12:57,77
8192,2022-08-21 20:40:47,2022-08-21 20:46:35,77
8193,2022-08-21 20:47:12,2022-08-21 20:51:49,77
8194,2022-08-21 20:56:57,2022-08-21 22:29:22,539
8195,2022-08-21 20:58:27,2022-08-21 21:13:18,77
8196,2022-08-21 20:58:46,2022-08-21 21:13:31,77
8197,2022-08-21 21:06:41,2022-08-21 21:24:01,154
8198,2022-08-21 21:35:41,2022-08-21 21:43:55,77
8199,2022-08-21 21:40:02,2022-08-21 21:47:49,77
8200,2022-08-21 21:41:06,2022-08-21 21:52:04,77
8201,2022-08-21 21:41:22,2022-08-21 21:50:12,77
8202,2022-08-21 21:49:04,2022-08-21 22:01:39,77
8203,2022-08-21 21:49:47,2022-08-21 22:02:15,77
8204,2022-08-21 22:11:21,2022-08-21 22:35:34,154
8205,2022-08-21 22:18:18,2022-08-21 22:30:05,77
8206,2022-08-21 22:51:35,2022-08-21 22:59:57,77
8207,2022-08-21 23:43:38,2022-08-22 00:06:14,154
8208,2022-08-21 23:55:36,2022-08-22 00:00:15,77
8209,2022-08-22 05:06:44,2022-08-22 05:18:33,77
8210,2022-08-22 06:39:00,2022-08-22 06:49:23,77
8211,2022-08-22 07:25:58,2022-08-22 07:35:18,77
8212,2022-08-22 07:33:03,2022-08-22 07:45:01,77
8213,2022-08-22 07:35:01,2022-08-22 07:44:08,77
8214,2022-08-22 07:46:19,2022-08-22 07:58:10,77
8215,2022-08-22 08:03:51,2022-08-22 08:15:19,77
8216,2022-08-22 08:21:33,2022-08-22 08:31:17,77
8217,2022-08-22 08:35:16,2022-08-22 08:42:52,77
8218,2022-08-22 08:35:55,2022-08-22 08:44:25,77
8219,2022-08-22 08:42:06,2022-08-22 08:51:38,77
8220,2022-08-22 08:44:43,2022-08-22 09:00:06,154
8221,2022-08-22 09:20:29,2022-08-22 09:45:34,154
8222,2022-08-22 09:30:57,2022-08-22 09:44:32,77
8223,2022-08-22 09:43:52,2022-08-22 09:54:37,77
8224,2022-08-22 10:02:17,2022-08-22 10:09:44,77
8225,2022-08-22 10:18:32,2022-08-22 11:58:50,539
8226,2022-08-22 10:20:15,2022-08-22 10:34:50,77
8227,2022-08-22 10:21:40,2022-08-22 10:32:12,77
8228,2022-08-22 10:54:11,2022-08-22 11:01:45,77
8229,2022-08-22 11:29:12,2022-08-22 23:22:37,2732
8230,2022-08-22 12:02:40,2022-08-22 12:19:27,154
8231,2022-08-22 12:02:40,2022-08-22 16:52:57,1500
8232,2022-08-22 12:26:05,2022-08-22 16:52:49,1386
8233,2022-08-22 12:41:23,2022-08-22 12:49:11,77
8234,2022-08-22 12:48:01,2022-08-22 13:14:03,154
8235,2022-08-22 15:10:25,2022-08-22 15:37:49,154
